City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
45,kavaratti,10.5669,72.642,301.76,68,100,2.33,IN,1698046844
46,sechura,-5.5569,-80.8222,294.03,83,36,4.88,PE,1698046844
47,edinburgh of the seven seas,-37.0676,-12.3116,285.68,72,22,4.1,SH,1698046844
48,lebu,-37.6167,-73.65,282.23,86,64,5.72,CL,1698046845
49,whangarei,-35.7317,174.3239,287.15,94,100,1.53,NZ,1698046621
50,torghay,49.6339,63.4981,278.65,44,8,5.82,KZ,1698046845
51,antofagasta,-23.65,-70.4,289.75,85,51,2.55,CL,1698046846
52,north battleford,52.7834,-108.2847,273.2,69,100,3.6,CA,1698046846
53,papatowai,-46.5619,169.4708,281.63,92,100,3.22,NZ,1698046846
54,cholpon-ata,42.6494,77.0823,289.18,63,72,0.75,KG,1698046847
55,albany,42.6001,-73.9662,279.62,80,100,3.58,US,1698046681
56,saint-pierre,-21.3393,55.4781,301.03,54,0,3.6,RE,1698046847
57,ilulissat,69.2167,-51.1,268.16,63,75,4.12,GL,1698046848
58,avarua,-21.2078,-159.775,298.18,94,40,2.06,CK,1698046848
59,hermanus,-34.4187,19.2345,292.36,67,93,5.84,ZA,1698046848
60,ghadamis,30.1337,9.5007,303.75,17,0,2.81,LY,1698046849
61,port-aux-francais,-49.35,70.2167,275.66,82,95,11.11,TF,1698046849
62,howrah,22.5892,88.3103,303.15,70,100,5.14,IN,1698046601
63,puerto aysen,-45.4,-72.7,276.58,96,3,1.36,CL,1698046850
64,ribeira grande,38.5167,-28.7,293.37,77,20,8.23,PT,1698046850
65,puerto ayora,-0.7393,-90.3518,296.0,85,78,4.79,EC,1698046851
66,adamstown,-25.066,-130.1015,295.6,83,84,5.18,PN,1698046851
67,holualoa,19.6228,-155.9522,297.06,83,0,2.06,US,1698046851
68,lichinga,-13.3128,35.2406,297.2,53,75,5.14,MZ,1698046852
69,gebeit,21.0667,36.3167,306.69,23,0,6.54,SD,1698046852
70,dossor,47.5272,52.9811,282.5,38,71,3.79,KZ,1698046852
71,gilgit,35.9221,74.3087,290.24,48,45,0.68,PK,1698046853
72,port mathurin,-19.6833,63.4167,297.94,80,9,5.54,MU,1698046853
73,lefka,35.1106,32.8506,301.49,36,0,1.54,CY,1698046853
74,cosala,24.4125,-106.6908,293.45,96,99,1.12,MX,1698046854
75,sandakan,5.8402,118.1179,304.97,66,20,4.12,MY,1698046854
76,puerto natales,-51.7236,-72.4875,273.24,95,27,1.41,CL,1698046758
77,georgetown,5.4112,100.3354,306.11,62,20,3.6,MY,1698046855
78,pyhajarvi,67.0701,27.2176,265.71,89,68,1.43,FI,1698046855
79,toliara,-23.35,43.6667,300.17,53,94,4.43,MG,1698046856
80,tateyama,34.9833,139.8667,291.44,54,44,1.12,JP,1698046856
81,iqaluit,63.7506,-68.5145,268.0,73,100,6.71,CA,1698046856
82,tura,25.5198,90.2201,300.15,71,100,1.05,IN,1698046857
83,yuzhno-kurilsk,44.0306,145.8556,282.57,66,22,5.94,RU,1698046857
84,utrik,11.2278,169.8474,300.42,79,100,4.3,MH,1698046858
85,el obeid,13.1842,30.2167,305.49,14,10,6.22,SD,1698046858
86,constantia,44.1833,28.65,294.65,48,69,3.04,RO,1698046858
87,dubbo,-32.25,148.6167,298.22,19,3,3.6,AU,1698046859
88,smithers,54.7804,-127.1743,273.33,80,100,1.54,CA,1698046859
89,bardai,11.65,7.2333,300.39,23,62,5.68,NG,1698046859
90,debark',13.1561,37.8981,289.7,56,24,1.26,ET,1698046860
91,hawaiian paradise park,19.5933,-154.9731,296.5,93,0,2.06,US,1698046860
92,uturoa,-16.7333,-151.4333,299.98,81,12,7.87,PF,1698046860
93,ushuaia,-54.8,-68.3,278.96,81,0,2.06,AR,1698046772
94,vila velha,-20.3297,-40.2925,293.12,94,100,2.06,BR,1698046861
95,san julian,21.0167,-102.1667,288.16,65,99,1.86,MX,1698046861
96,port alfred,-33.5906,26.891,291.03,74,58,4.02,ZA,1698046862
97,gracemere,-23.4333,150.45,303.1,48,28,4.63,AU,1698046618
98,maintirano,-18.0667,44.0167,302.96,64,88,6.25,MG,1698046863
99,carnarvon,-24.8667,113.6333,296.99,46,10,9.07,AU,1698046863
100,hua hin,12.5707,99.9588,304.16,70,20,3.09,TH,1698046864
101,la passe,45.5549,-0.8967,285.28,93,100,0.87,FR,1698046864
102,hasaki,35.7333,140.8333,294.42,53,84,1.08,JP,1698046865
103,rongelap,11.1635,166.8941,300.53,83,100,9.33,MH,1698046865
104,la ronge,55.1001,-105.2842,270.29,63,75,3.6,CA,1698046865
105,aalborg,57.048,9.9187,283.11,100,100,3.6,DK,1698046866
106,mejit,10.2753,170.8646,300.75,79,100,5.94,MH,1698046866
107,sala consilina,40.3912,15.5989,292.12,50,1,0.85,IT,1698046866
108,klyuchi,52.2667,79.1667,277.13,43,70,10.79,RU,1698046867
109,ain sukhna,29.6002,32.3167,299.42,59,18,2.0,EG,1698046867
110,talca,-35.4333,-71.6667,283.32,86,47,1.12,CL,1698046679
111,tazovsky,67.4667,78.7,270.95,75,98,5.5,RU,1698046868
112,muslyumovo,55.3033,53.1947,277.12,48,100,6.01,RU,1698046868
113,margate,51.3813,1.3862,288.09,85,100,1.79,GB,1698046722
114,badger,64.8,-147.5333,269.08,92,100,2.57,US,1698046869
115,olonkinbyen,70.9221,-8.7187,276.39,89,100,5.47,SJ,1698046869
116,iron river,46.0927,-88.6423,272.57,95,95,2.11,US,1698046870
117,lobujya,27.95,86.8167,270.0,66,13,3.99,NP,1698046870
118,neiafu,-18.65,-173.9833,297.55,83,100,6.8,TO,1698046870
119,vilyuchinsk,52.9306,158.4028,278.3,89,56,3.21,RU,1698046871
120,tutoia,-2.7619,-42.2744,299.19,80,97,6.64,BR,1698046871
121,mount gambier,-37.8333,140.7667,288.11,58,100,1.91,AU,1698046871
122,tongging,2.8969,98.5262,298.19,79,83,0.96,ID,1698046872
123,aasiaat,68.7098,-52.8699,261.21,83,100,2.08,GL,1698046872
124,yantzaza,-3.8278,-78.7594,291.67,97,95,0.62,EC,1698046872
125,port shepstone,-30.7414,30.455,291.73,62,27,2.0,ZA,1698046873
126,anadyr,64.75,177.4833,278.43,93,20,8.94,RU,1698046873
127,east london,-33.0153,27.9116,293.67,49,0,5.66,ZA,1698046874
128,tolanaro,-25.0319,46.9987,301.19,74,20,8.23,MG,1698046874
129,minas de marcona,-15.2119,-75.1103,287.77,92,99,4.82,PE,1698046874
130,ta`u,-14.2336,-169.5144,300.19,79,63,5.23,AS,1698046875
131,sangueya,10.7,-14.3667,298.58,91,87,0.94,GN,1698046875
132,karratha,-20.7377,116.8463,307.19,26,0,7.47,AU,1698046875
133,okhotsk,59.3833,143.3,267.93,75,12,5.76,RU,1698046876
134,tripoli,32.8752,13.1875,302.62,38,0,3.21,LY,1698046791
135,santa ana,33.7456,-117.8678,292.73,87,100,2.57,US,1698046876
136,remire-montjoly,4.9167,-52.2667,300.17,94,100,0.0,GF,1698046877
137,porto novo,6.4965,2.6036,300.79,79,100,2.08,BJ,1698046877
138,monrovia,6.3005,-10.7969,299.02,81,65,1.51,LR,1698046878
139,invercargill,-46.4,168.35,284.83,71,100,1.34,NZ,1698046878
140,tsiombe,-25.3,45.4833,304.7,27,2,4.85,MG,1698046878
141,hyesan,41.4017,128.1778,284.24,54,30,0.44,KP,1698046879
142,constitucion,-35.3333,-72.4167,282.34,90,5,3.62,CL,1698046879
143,emerald,-23.5333,148.1667,311.47,100,0,1.88,AU,1698046722
144,coquimbo,-29.9533,-71.3436,289.0,77,100,0.0,CL,1698046880
145,kingston,17.997,-76.7936,301.68,85,20,3.09,JM,1698046712
146,as sulayyil,20.4607,45.5779,304.29,22,0,3.31,SA,1698046881
147,dabola,10.75,-11.1167,296.53,87,70,0.96,GN,1698046881
148,kermanshah,34.3142,47.065,292.65,21,0,2.06,IR,1698046881
149,acarau,-2.8856,-40.12,299.36,74,100,7.08,BR,1698046882
150,santa terezinha,-29.9002,-50.0904,292.1,95,100,1.37,BR,1698046882
151,fort st. john,56.2499,-120.8529,265.09,79,100,6.17,CA,1698046882
152,luganville,-15.5333,167.1667,298.49,89,100,7.88,VU,1698046883
153,newman,37.3138,-121.0208,289.85,82,98,2.13,US,1698046883
154,punta arenas,-53.15,-70.9167,274.21,93,40,2.06,CL,1698046883
155,aktau,43.65,51.2,280.47,37,0,5.19,KZ,1698046884
156,port elizabeth,-33.918,25.5701,291.66,68,0,4.63,ZA,1698046884
157,hami,42.8,93.45,293.1,16,88,1.6,CN,1698046885
158,rio grande,-32.035,-52.0986,290.34,97,100,3.14,BR,1698046885
159,galesong,-5.3166,119.3661,301.16,67,37,6.58,ID,1698046885
160,dalaba,10.7,-12.25,291.92,87,23,0.96,GN,1698046886
161,san antonio de pale,-1.4014,5.6325,299.22,83,92,7.27,GQ,1698046886
162,grand falls-windsor,48.9332,-55.6649,277.32,90,100,2.68,CA,1698046716
163,puerto ayacucho,5.6639,-67.6236,295.3,98,100,1.9,VE,1698046887
164,bredasdorp,-34.5322,20.0403,296.0,47,98,4.81,ZA,1698046887
165,dakhla,23.6848,-15.958,294.16,94,42,3.6,EH,1698046887
166,kristiansund,63.1115,7.732,280.51,70,75,1.54,NO,1698046888
167,ciudad lazaro cardenas,17.9583,-102.2,297.71,89,100,2.08,MX,1698046888
168,gurupi,-11.7292,-49.0686,298.89,56,95,2.45,BR,1698046888
169,laguna,38.421,-121.4238,289.31,92,100,3.09,US,1698046648
170,whitehorse,60.7161,-135.0538,264.58,57,100,2.57,CA,1698046723
171,beyneu,45.3167,55.2,283.02,41,6,2.61,KZ,1698046890
172,mpulungu,-8.7623,31.1141,304.28,41,5,2.31,ZM,1698046890
173,susuman,62.7833,148.1667,259.89,98,100,0.72,RU,1698046890
174,yarmouth,41.7057,-70.2286,283.13,87,100,9.39,US,1698046891
175,vernon,50.2581,-119.2691,281.09,81,100,2.57,CA,1698046785
176,kone,-21.0595,164.8658,294.98,74,53,2.35,NC,1698046892
177,nantucket,41.2835,-70.0995,282.59,73,0,6.17,US,1698046892
178,mao,39.8885,4.2658,296.46,83,40,5.66,ES,1698046892
179,zaragoza,41.6561,-0.8773,290.38,57,75,4.63,ES,1698046893
180,soio,-6.1349,12.3689,299.0,83,100,3.19,AO,1698046893
181,florence,43.7667,11.25,291.54,92,20,1.54,IT,1698046894
182,mudon,16.2578,97.7164,302.52,70,36,1.36,MM,1698046894
183,lihue,21.9789,-159.3672,297.92,81,20,6.69,US,1698046866
184,puerto san jose,13.9256,-90.8244,297.63,90,98,2.55,GT,1698046895
185,sandnessjoen,66.0217,12.6316,275.21,75,0,1.54,NO,1698046895
186,ariquemes,-9.9133,-63.0408,297.87,59,100,1.06,BR,1698046896
187,quesnel,52.9999,-122.5029,270.43,93,0,0.0,CA,1698046896
188,tazacorte,28.629,-17.9293,293.69,56,20,2.06,ES,1698046896
189,sheksna,59.21,38.5107,274.13,93,100,1.66,RU,1698046897
190,fortuna,40.5982,-124.1573,287.55,96,100,1.54,US,1698046897
191,villa del rio,37.9795,-4.2938,293.78,81,100,0.83,ES,1698046898
192,keflavik,64.0049,-22.5624,277.39,81,75,1.03,IS,1698046898
193,palikir - national government center,6.9248,158.1611,301.56,79,40,0.0,FM,1698046898
194,kongwa,-6.2,36.4167,303.65,23,4,2.32,TZ,1698046899
195,kalemie,-5.9475,29.1947,301.77,54,48,2.7,CD,1698046899
196,cartagena del chaira,1.3349,-74.8429,295.07,99,100,0.58,CO,1698046899
197,kourou,5.1552,-52.6478,300.18,94,66,2.95,GF,1698046900
198,byumba,-1.5763,30.0675,292.26,62,27,2.59,RW,1698046900
199,shiyan,32.6475,110.7781,295.6,57,4,1.77,CN,1698046901
200,mil'kovo,55.6078,37.7956,278.23,94,100,1.73,RU,1698046901
201,saint gabriel,30.2577,-91.0993,290.94,92,0,0.0,US,1698046901
202,iskateley,67.6803,53.1512,272.54,94,100,2.9,RU,1698046902
203,rabigh,22.7986,39.0349,308.35,32,0,3.18,SA,1698046902
204,road town,18.4167,-64.6167,301.2,75,43,5.93,VG,1698046902
205,mahina,-17.5065,-149.489,299.02,65,40,2.57,PF,1698046903
206,abalak,58.1286,68.5944,274.29,56,79,5.74,RU,1698046903
207,atafu village,-8.5421,-172.5159,301.98,74,19,4.8,TK,1698046903
208,helong,42.5397,128.9972,286.44,44,1,1.66,CN,1698046904
209,bathsheba,13.2167,-59.5167,299.49,94,40,1.54,BB,1698046904
210,praya,14.9215,-23.5087,297.45,88,40,3.09,CV,1698046904
211,saudarkrokur,65.7461,-19.6394,273.4,86,55,1.16,IS,1698046905
212,ambon,-3.6954,128.1814,302.23,79,40,3.09,ID,1698046905
213,inda silase,14.1031,38.2829,297.02,41,12,4.77,ET,1698046905
214,shalqar,47.8333,59.6,279.41,51,44,2.9,KZ,1698046906
215,rosarito,32.3333,-117.0333,291.75,77,100,4.53,MX,1698046682
216,mount isa,-20.7333,139.5,310.02,9,0,2.06,AU,1698046906
217,andovoranto,-18.95,49.1,302.52,53,3,6.68,MG,1698046907
218,vadso,70.0744,29.7487,273.64,74,20,6.69,NO,1698046907
219,petauke,-14.2426,31.3253,304.82,30,12,4.35,ZM,1698046907
220,lata,40.1629,-8.3327,286.52,92,100,0.9,PT,1698046908
221,saint-joseph,-21.3667,55.6167,300.43,71,6,1.23,RE,1698046908
222,canmore,51.0834,-115.3521,275.86,80,100,3.6,CA,1698046765
223,rawson,-43.3002,-65.1023,282.97,76,100,4.16,AR,1698046909
224,san pedro pochutla,15.7333,-96.4667,296.27,78,86,1.89,MX,1698046909
225,kyren,51.6828,102.1408,285.53,51,5,0.84,RU,1698046909
226,letlhakane,-21.4167,25.5833,303.65,29,1,5.09,BW,1698046910
227,poland,44.0606,-70.3937,280.87,90,100,1.54,US,1698046910
228,khandyga,62.6667,135.6,263.84,96,98,2.0,RU,1698046910
229,aykhal,66.0,111.5,263.19,99,76,0.67,RU,1698046911
230,strelka,58.0728,93.0344,282.99,72,100,6.69,RU,1698046911
231,stanley,54.868,-1.6985,276.36,100,20,0.51,GB,1698046911
232,huarmey,-10.0681,-78.1522,292.91,91,60,4.47,PE,1698046912
233,biloela,-24.4167,150.5,302.08,41,13,7.31,AU,1698046912
234,swakopmund,-22.6833,14.5333,287.62,84,1,2.24,NA,1698046913
235,cabo san lucas,22.8909,-109.9124,300.24,81,7,1.79,MX,1698046850
236,ad dindar,13.2,34.1667,306.83,34,57,4.21,SD,1698046913
237,turkmenbasy,40.0222,52.9552,291.2,46,5,1.66,TM,1698046914
238,malanje,-9.5402,16.341,297.59,67,100,1.84,AO,1698046914
239,gonzales,30.2385,-90.9201,290.96,95,0,0.0,US,1698046881
240,flying fish cove,-10.4217,105.6791,301.97,69,75,3.6,CX,1698046915
241,mermoz boabab,14.7065,-17.4758,300.03,83,20,6.17,SN,1698046915
242,santo antonio do ica,-3.1022,-67.9397,296.95,87,100,0.97,BR,1698046915
243,orange beach,30.2944,-87.5736,293.15,48,100,0.0,US,1698046916
244,taro,-8.3862,115.28,301.15,59,88,1.55,ID,1698046916
245,colonia,50.9333,6.95,283.13,93,100,2.57,DE,1698046860
246,burang,30.25,81.1667,276.62,41,73,4.22,CN,1698046916
247,elbeuf,49.2867,1.0029,283.52,91,100,5.66,FR,1698046917
248,palmer,42.1584,-72.3287,280.72,71,20,4.12,US,1698046917
249,fale old settlement,-9.3852,-171.2468,301.66,74,14,4.91,TK,1698046918
250,al mindak,20.1588,41.2834,295.93,20,0,4.18,SA,1698046918
251,guymon,36.6828,-101.4816,290.15,77,0,5.66,US,1698046814
252,tegueste,28.5167,-16.3167,293.2,92,75,5.14,ES,1698046919
253,lompoc,34.6391,-120.4579,290.38,88,75,8.05,US,1698046919
254,necochea,-38.5473,-58.7368,286.0,96,100,2.98,AR,1698046919
255,moroni,-11.7022,43.2551,301.31,66,7,2.83,KM,1698046920
256,meadow lake,34.8014,-106.5436,292.42,38,3,5.4,US,1698046920
257,bikenibeu village,1.3673,173.1241,300.13,89,75,2.57,KI,1698046921
258,hithadhoo,-0.6,73.0833,300.4,68,38,3.42,MV,1698046921
259,thames,-37.1333,175.5333,286.25,89,51,2.92,NZ,1698046921
260,hamilton,39.1834,-84.5333,279.25,92,0,0.45,US,1698046707
261,santyoku,37.4406,129.1708,290.55,58,3,2.68,KR,1698046922
262,leava,-14.3,-178.1667,300.32,85,22,7.37,WF,1698046922
263,talnakh,69.4865,88.3972,270.49,92,85,3.32,RU,1698046923
264,xilin hot,43.9667,116.0333,287.36,23,8,5.7,CN,1698046923
